id,level,title,year,month,url,journal
305,4,The Coronavirus Disease 2019 Crisis as Catalyst for Telemedicine for Chronic Neurological Disorders,2020,4,https://jamanetwork.com/journals/jamaneurology/fullarticle/2765073?resultClick=1,JAMA
306,6,"Mental Health Status Among Children in Home Confinement During the Coronavirus Disease 2019 Outbreak in Hubei Province, China",2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2765196?resultClick=1,JAMA
307,5,Risk of QT Interval Prolongation Associated With Use of Hydroxychloroquine With or Without Concomitant Azithromycin Among Hospitalized Patients Testing Positive for Coronavirus Disease 2019 (COVID-19),2020,5,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765631?resultClick=1,JAMA
308,5,Twentieth-Century Lessons for a Modern Coronavirus Pandemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765379?resultClick=1,JAMA
309,1,"Epidemiological Assessment of Imported Coronavirus Disease 2019 (COVID-19) Cases in the Most Affected City Outside of Hubei Province, Wenzhou, China",2020,4,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2764905?resultClick=1,JAMA
310,1,Clinical Characteristics of Patients Who Died of Coronavirus Disease 2019 in China,2020,4,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2764293?resultClick=1,JAMA
311,1,Joint International Collaboration to Combat Mental Health Challenges During the Coronavirus Disease 2019 Pandemic,2020,4,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2764583?resultClick=1,JAMA
312,1,Testing Individuals for Coronavirus Disease 2019 (COVID-19),2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764238?resultClick=1,JAMA
313,1,"Association of Renin-Angiotensin System Inhibitors With Severity or Risk of Death in Patients With Hypertension Hospitalized for Coronavirus Disease 2019 (COVID-19) Infection in Wuhan, China",2020,4,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765049?resultClick=1,JAMA
314,5,Effect of High vs Low Doses of Chloroquine Diphosphate as Adjunctive Therapy for Patients Hospitalized With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection: A Randomized Clinical Trial,2020,4,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2765499?resultClick=1,JAMA
315,5,Potential Shortages of Hydroxychloroquine for Patients with Lupus During the Coronavirus Disease 2019 Pandemic,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764607?resultClick=1,JAMA
316,5,Suicide Mortality and Coronavirus Disease 2019‚A Perfect Storm?,2020,4,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2764584?resultClick=1,JAMA
317,1,Cultivating Deliberate Resilience During the Coronavirus Disease 2019 Pandemic,2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2764729?resultClick=1,JAMA
318,6,Coronavirus Disease 2019 (COVID-19) and Mental Health for Children and Adolescents,2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2764730?resultClick=1,JAMA
319,4,"Screening and Severity of Coronavirus Disease 2019 (COVID-19) in Children in Madrid, Spain",2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2764394?resultClick=1,JAMA
320,4,Finding Ways to Reduce Coronavirus Exposure During Dialysis,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764821?resultClick=1,JAMA
321,4,Novel Coronavirus Infection in Hospitalized Infants Under 1 Year of Age in China,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2761659?resultClick=1,JAMA
322,6,The Spectrum of Neurologic Disease in the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic Infection: Neurologists Move to the Frontlines,2020,4,https://jamanetwork.com/journals/jamaneurology/fullarticle/2764548?resultClick=1,JAMA
323,4,Digitate Papulosquamous Eruption Associated With Severe Acute Respiratory Syndrome Coronavirus 2 Infection,2020,4,https://jamanetwork.com/journals/jamadermatology/fullarticle/2765613?resultClick=1,JAMA
324,1,Petechial Skin Rash Associated With Severe Acute Respiratory Syndrome Coronavirus 2 Infection,2020,4,https://jamanetwork.com/journals/jamadermatology/fullarticle/2765614?resultClick=1,JAMA
325,1,Coronavirus and Health Policy: A JAMA Network Interview,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2765522?resultClick=1,JAMA
326,6,Perspectives on Coronavirus Disease 2019 Control Measures for Ophthalmology Clinics Based on a Singapore Center Experience,2020,3,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2764085?resultClick=1,JAMA
327,4,"The Dilemma of Coronavirus Disease 2019, Aging, and Cardiovascular Disease: Insights From Cardiovascular Aging Science",2020,4,https://jamanetwork.com/journals/jamacardiology/fullarticle/2764300?resultClick=1,JAMA
328,4,Coronavirus Disease 2019 and Children: What Pediatric Health Care Clinicians Need to Know,2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2764248?resultClick=1,JAMA
329,4,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72‚ÄØ314 Cases From the Chinese Center for Disease Control and Prevention,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762130?resultClick=1,JAMA
330,1,Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic: The University of Washington Experience,2020,4,https://jamanetwork.com/journals/jamasurgery/fullarticle/2764317?resultClick=1,JAMA
331,4,Exercising Heart and Head in Managing Coronavirus Disease 2019 in Wuhan,2020,3,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2763224?resultClick=1,JAMA
332,1,"Possible Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in a Public Bath Center in Huai‚Äôan, Jiangsu Province, China",2020,3,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2763473?resultClick=1,JAMA
333,4,Older Clinicians and the Surge in Novel Coronavirus Disease 2019 (COVID-19),2020,3,https://jamanetwork.com/journals/jama/fullarticle/2764073?resultClick=1,JAMA
334,4,Coronavirus Disease 2019 (COVID-19) Infection and Renin Angiotensin System Blockers,2020,4,https://jamanetwork.com/journals/jamacardiology/fullarticle/2764299?resultClick=1,JAMA
335,4,What Does the Coronavirus Disease 2019 (COVID-19) Mean for Families?,2020,3,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2763176?resultClick=1,JAMA
336,1,Diagnostic Testing for the Novel Coronavirus,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762951?resultClick=1,JAMA
337,4,"Characteristics of Ocular Findings of Patients With Coronavirus Disease 2019 (COVID-19) in Hubei Province, China",2020,3,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2764083?resultClick=1,JAMA
338,4,Practical Aspects of Otolaryngologic Clinical Services During the 2019 Novel Coronavirus Epidemic: An Experience in Hong Kong,2020,3,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2763406?resultClick=1,JAMA
339,4,US Emergency Legal Responses to Novel Coronavirus: Balancing Public Health and Civil Liberties,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2761556?resultClick=1,JAMA
340,4,Hospital Capacity and Operations in the Coronavirus Disease 2019 (COVID-19) Pandemic‚Planning for the Nth Patient,2020,3,https://jamanetwork.com/channels/health-forum/fullarticle/2763353?resultClick=1,JAMA
341,4,Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019,2020,3,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2763229?resultClick=1,JAMA
342,6,"Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China",2020,3,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2763184?resultClick=1,JAMA
343,1,Cardiac Involvement in a Patient With Coronavirus Disease 2019 (COVID-19),2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763843?resultClick=1,JAMA
344,6,Association of Coronavirus Disease 2019 (COVID-19) With Myocardial Injury and Mortality,2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763844?resultClick=1,JAMA
345,6,Cardiovascular Implications of Fatal Outcomes of Patients With Coronavirus Disease 2019 (COVID-19),2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763845?resultClick=1,JAMA
346,1,The Importance of Addressing Advance Care Planning and Decisions About Do-Not-Resuscitate Orders During Novel Coronavirus 2019 (COVID-19),2020,3,https://jamanetwork.com/journals/jama/fullarticle/2763952?resultClick=1,JAMA
347,1,Preserving Clinical Trial Integrity During the Coronavirus Pandemic,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2763819?resultClick=1,JAMA
348,1,Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus: Lessons From Previous Epidemics,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2761285?resultClick=1,JAMA
349,1,Ethics Committee Reviews of Applications for Research Studies at 1 Hospital in China During the 2019 Novel Coronavirus Epidemic,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2763595?resultClick=1,JAMA
350,1,Social Media and Emergency Preparedness in Response to Novel Coronavirus,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2763596?resultClick=1,JAMA
351,4,2019 Novel Coronavirus‚Important Information for Clinicians,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2760782?resultClick=1,JAMA
352,1,"Epidemiologic and Clinical Characteristics of Novel Coronavirus Infections Involving 13 Patients Outside Wuhan, China",2020,3,https://jamanetwork.com/journals/jama/fullarticle/2761043?resultClick=1,JAMA
353,1,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus‚ÄìInfected Pneumonia in Wuhan, China",2020,3,https://jamanetwork.com/journals/jama/fullarticle/2761044?resultClick=1,JAMA
354,1,"Discussing the ABCs of Health Security‚Antibiotic Resistance, Biothreats, and Coronavirus",2020,3,https://jamanetwork.com/journals/jama/fullarticle/2761776?resultClick=1,JAMA
355,1,Coronavirus Infections‚More Than Just the Common Cold,2020,2,https://jamanetwork.com/journals/jama/fullarticle/2759815?resultClick=1,JAMA
356,5,"The Novel Coronavirus Originating in Wuhan, China: Challenges for Global Health Governance",2020,2,https://jamanetwork.com/journals/jama/fullarticle/2760500?resultClick=1,JAMA
357,5,FDA Warns Coronavirus Outbreak May Disrupt Supply of Critical Medical Products,2020,2,https://jamanetwork.com/channels/health-forum/fullarticle/2761949?resultClick=1,JAMA
358,4,Coronavirus Outbreak‚an Evolving Global Health Emergency,2020,2,https://jamanetwork.com/channels/health-forum/fullarticle/2760671?resultClick=1,JAMA
359,1,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763983?resultClick=1,JAMA
360,1,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765184?resultClick=1,JAMA
361,1,Safety Recommendations for Evaluation and Surgery of the Head and Neck During the COVID-19 Pandemic,2020,3,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2764032?resultClick=1,JAMA
362,1,Pediatric Microlaryngoscopy and Bronchoscopy in the COVID-19 Era,2020,4,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2765507?resultClick=1,JAMA
363,1,Contact Tracing Assessment of COVID-19 Transmission Dynamics in Taiwan and Risk at Different Exposure Periods Before and After Symptom Onset,2020,5,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2765641?resultClick=1,JAMA
364,5,Blueprint for Restructuring a Department of Surgery in Concert With the Health Care System During a Pandemic: The University of Wisconsin Experience,2020,4,https://jamanetwork.com/journals/jamasurgery/fullarticle/2764726?resultClick=1,JAMA
365,1,"Association of Public Health Interventions With the Epidemiology of the COVID-19 Outbreak in Wuhan, China",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764658?resultClick=1,JAMA
366,1,CDC Updates Guidance to Detect Novel Coronavirus Infections,2013,8,https://jamanetwork.com/journals/jama/fullarticle/1724288?resultClick=1,JAMA
367,1,"Association of Cardiac Injury With Mortality in Hospitalized Patients With COVID-19 in Wuhan, China",2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763524?resultClick=1,JAMA
368,5,Lessons Learned From SARS Outbreak Prompt Rapid Response to New Coronavirus,2013,4,https://jamanetwork.com/journals/jama/fullarticle/1679396?resultClick=1,JAMA
369,1,"Severe Respiratory Illness Associated With a Novel Coronavirus ‚ Saudi Arabia and Qatar, 2012",2012,11,https://jamanetwork.com/journals/jama/fullarticle/1456094?resultClick=1,JAMA
370,7,Neuromuscular Disorders in Severe Acute Respiratory Syndrome,2004,11,https://jamanetwork.com/journals/jamaneurology/fullarticle/787110?resultClick=1,JAMA
371,6,Inhibition of SARS-Associated Coronavirus Infection and Replication by RNA Interference,2003,11,https://jamanetwork.com/journals/jama/fullarticle/197705?resultClick=1,JAMA
372,7,"Severe Acute Respiratory Syndrome (SARS) and Coronavirus Testing‚United States, 2003",2003,5,https://jamanetwork.com/journals/jama/fullarticle/196501?resultClick=1,JAMA
373,5,Myopathic Changes Associated With Severe Acute Respiratory Syndrome: A Postmortem Case Series,2005,7,https://jamanetwork.com/journals/jamaneurology/fullarticle/788930?resultClick=1,JAMA
374,4,Viral Etiology of Severe Pneumonia Among Kenyan Infants and Children,2010,5,https://jamanetwork.com/journals/jama/fullarticle/185951?resultClick=1,JAMA
375,6,Rate of Concurrent Otitis Media in Upper Respiratory Tract Infections With Specific Viruses,2009,1,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/409695?resultClick=1,JAMA
376,5,Presumed Asymptomatic Carrier Transmission of COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762028?resultClick=1,JAMA
377,5,Food Safety and COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764560?resultClick=1,JAMA
378,5,Stopping the Spread of COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763533?resultClick=1,JAMA
379,5,Information Technology‚ÄìBased Tracing Strategy in Response to COVID-19 in South Korea‚Privacy Controversies,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765252?resultClick=1,JAMA
380,1,Facing a Pandemic While Pregnant,2020,4,https://jamanetwork.com/journals/jamaoncology/fullarticle/2765239?resultClick=1,JAMA
381,5,Managing COVID-19 in Low- and Middle-Income Countries,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763372?resultClick=1,JAMA
382,5,COVID-19 and Risks Posed to Personnel During Endotracheal Intubation,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765376?resultClick=1,JAMA
383,1,Addressing the COVID-19 Pandemic in Populations With Serious Mental Illness,2020,4,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2764227?resultClick=1,JAMA
384,6,Management of COVID-19 Respiratory Distress,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765302?resultClick=1,JAMA
385,5,Supporting the Health Care Workforce During the COVID-19 Global Epidemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763136?resultClick=1,JAMA
386,5,COVID-19 Pandemic Poses Challenge for Jails and Prisons,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764370?resultClick=1,JAMA
387,5,Report Proposes COVID-19 National Surveillance Plan,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2765273?resultClick=1,JAMA
388,5,Priorities for the US Health Community Responding to COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762690?resultClick=1,JAMA
389,5,Characteristics and Outcomes of 21 Critically Ill Patients With COVID-19 in Washington State,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763485?resultClick=1,JAMA
390,5,Failing Another National Stress Test on Health Disparities,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764788?resultClick=1,JAMA
391,4,What Other Countries Can Learn From Italy During the COVID-19 Pandemic,2020,4,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2764369?resultClick=1,JAMA
392,5,Alterations in Smell or Taste in Mildly Symptomatic Outpatients With SARS-CoV-2 Infection,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765183?resultClick=1,JAMA
393,5,From Containment to Mitigation of COVID-19 in the US,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763187?resultClick=1,JAMA
394,1,Preparing for the Most Critically Ill Patients With COVID-19: The Potential Role of Extracorporeal Membrane Oxygenation,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2761778?resultClick=1,JAMA
395,1,Convalescent Plasma to Treat COVID-19: Possibilities and Challenges,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2763982?resultClick=1,JAMA
396,6,Critical Illness in Patients With COVID-19: Mounting an Effective Clinical and Research Response,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764363?resultClick=1,JAMA
397,5,"Humans, Viruses, and the Eye‚An Early Report From the COVID-19 Front Line",2020,3,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2764084?resultClick=1,JAMA
398,5,Public Health Interventions for COVID-19: Emerging Evidence and Implications for an Evolving Public Health Crisis,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764656?resultClick=1,JAMA
399,5,Emerging Lessons From COVID-19 Response in New York City,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764817?resultClick=1,JAMA
400,5,Meeting the Care Needs of Older Adults Isolated at Home During the COVID-19 Pandemic,2020,4,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2764748?resultClick=1,JAMA
401,1,Incorporating Test Characteristics Into SARS-CoV-2 Testing Policy‚Sense and Sensitivity,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764750?resultClick=1,JAMA
402,6,Privileges and Immunity Certification During the COVID-19 Pandemic,2020,5,https://jamanetwork.com/journals/jama/fullarticle/2765835?resultClick=1,JAMA
403,4,Exposure to a Surrogate Measure of Contamination From Simulated Patients by Emergency Department Personnel Wearing Personal Protective Equipment,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765377?resultClick=1,JAMA
404,5,Care for Critically Ill Patients With COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762996?resultClick=1,JAMA
405,6,COVID-19 and African Americans,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764789?resultClick=1,JAMA
406,6,Rates of Co-infection Between SARS-CoV-2 and Other Respiratory Pathogens,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764787?resultClick=1,JAMA
407,5,Oncology Practice During the COVID-19 Pandemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764728?resultClick=1,JAMA
408,1,The Mental Health Consequences of COVID-19 and Physical Distancing: The Need for Prevention and Early Intervention,2020,4,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2764404?resultClick=1,JAMA
409,4,COVID-19‚New Insights on a Rapidly Changing Epidemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762510?resultClick=1,JAMA
410,5,"Educate, Amplify, and Focus to Address COVID-19 Misinformation",2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764847?resultClick=1,JAMA
411,5,How Will COVID-19 Affect the Health Care Economy?,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764547?resultClick=1,JAMA
412,6,Ensuring Access to Medications in the US During the COVID-19 Pandemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764562?resultClick=1,JAMA
413,1,Leveraging COVID-19‚ÄìInspired Changes to Advance Otolaryngology‚Here to Stay,2020,4,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2765504?resultClick=1,JAMA
414,6,Understanding and Addressing Sources of Anxiety Among Health Care Professionals During the COVID-19 Pandemic,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764380?resultClick=1,JAMA
415,1,Testing an Old Therapy Against a New Disease: Convalescent Plasma for COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765617?resultClick=1,JAMA
416,5,The COVID-19 Pandemic in the US: A Clinical Update,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764366?resultClick=1,JAMA
417,1,How to Partner With the Military in Responding to Pandemics‚A Blueprint for Success,2020,4,https://jamanetwork.com/journals/jamasurgery/fullarticle/2764318?resultClick=1,JAMA
418,6,A Simple Technique for Droplet Control During Mastoid Surgery,2020,4,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2765505?resultClick=1,JAMA
419,5,Caring for Patients With Cancer During the COVID-19 Outbreak in Italy,2020,4,https://jamanetwork.com/journals/jamaoncology/fullarticle/2764435?resultClick=1,JAMA
420,5,King Lear Under COVID-19 Lockdown,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764654?resultClick=1,JAMA
421,1,"Response to COVID-19 in Taiwan: Big Data Analytics, New Technology, and Proactive Testing",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762689?resultClick=1,JAMA
422,1,"A Bold Response to the COVID-19 Pandemic: Medical Students, National Service, and Public Health",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764427?resultClick=1,JAMA
423,5,Community Prevalence of SARS-CoV-2 Among Patients With Influenzalike Illnesses Presenting to a Los Angeles Medical Center in March 2020,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2764137?resultClick=1,JAMA
424,6,Interpreting Diagnostic Tests for SARS-CoV-2,2020,5,https://jamanetwork.com/journals/jama/fullarticle/2765837?resultClick=1,JAMA
425,1,Active and Effective Measures for the Care of Patients With Cancer During the COVID-19 Spread in China,2020,4,https://jamanetwork.com/journals/jamaoncology/fullarticle/2763961?resultClick=1,JAMA
426,1,Predictive Mathematical Models of the COVID-19 Pandemic: Underlying Principles and Value of Projections,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764824?resultClick=1,JAMA
427,5,Medical Student Education in the Time of COVID-19,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2764138?resultClick=1,JAMA
428,5,Regional Strategies for Academic Health Centers to Support Primary Care During the COVID-19 Pandemic: A Plea From the Front Lines,2020,4,https://jamanetwork.com/channels/health-forum/fullarticle/2764405?resultClick=1,JAMA
429,1,The Promise and Peril of Antibody Testing for COVID-19,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764954?resultClick=1,JAMA
430,1,An Acute Respiratory Infection Runs Into the Most Common Noncommunicable Epidemic‚COVID-19 and Cardiovascular Diseases,2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763525?resultClick=1,JAMA
431,1,Management of Critically Ill Adults With COVID-19,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2763879?resultClick=1,JAMA
432,1,Optimizing the Trade-off Between Learning and Doing in a Pandemic,2020,3,https://jamanetwork.com/journals/jama/fullarticle/2764074?resultClick=1,JAMA
433,1,The Ethics of COVID-19 Immunity-Based Licenses (‚ÄúImmunity Passports‚Äù),2020,5,https://jamanetwork.com/journals/jama/fullarticle/2765836?resultClick=1,JAMA
434,6,Overlap Weighting: A Propensity Score Method That Mimics Attributes of a Randomized Clinical Trial,2020,5,https://jamanetwork.com/journals/jama/fullarticle/2765748?resultClick=1,JAMA
435,4,Longitudinal Change of SARS-Cov2 Antibodies in Patients with COVID-19,2020,5,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa229/5828055?searchresult=1,The Journal of Infectious Diseases
436,5,Effect of Convalescent Plasma Therapy on Viral Shedding and Survival in COVID-19 Patients,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa228/5826985?searchresult=1,The Journal of Infectious Diseases
437,4,Interferon-induced transmembrane protein-3 genetic variant rs12252-C is associated with disease severity in COVID-19,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa224/5826991?searchresult=1,The Journal of Infectious Diseases
438,4,"Epidemiological characteristics and incubation period of 7,015 confirmed cases with Coronavirus Disease 2019 outside Hubei Province in China",2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa211/5825699?searchresult=1,The Journal of Infectious Diseases
439,7,Epidemiological and Clinical Characteristics of 26 Asymptomatic Severe Acute Respiratory Syndrome Coronavirus 2 Carriers,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa205/5823633?searchresult=1,The Journal of Infectious Diseases
440,4,Transmission Potential of Asymptomatic and Paucisymptomatic Severe Acute Respiratory Syndrome Coronavirus 2 Infections: A 3-Family Cluster Study in China,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa206/5823691?searchresult=1,The Journal of Infectious Diseases
441,5,Desperate Times Call for Temperate Measures: Practicing Infectious Diseases During a Novel Pandemic,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa209/5823351?searchresult=1,The Journal of Infectious Diseases
442,4,Airborne or Droplet Precautions for Health Workers Treating Coronavirus Disease 2019?,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa189/5820886?searchresult=1,The Journal of Infectious Diseases
443,7,Indoor Environmental Factors and Acute Respiratory Illness in a Prospective Cohort of Community-Dwelling Older Adults,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa188/5820877?searchresult=1,The Journal of Infectious Diseases
444,5,Epidemiology of Seasonal Coronaviruses: Establishing the Context for the Emergence of Coronavirus Disease 2019,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa185/5820656?searchresult=1,The Journal of Infectious Diseases
445,6,My Future in Medicine: How COVID-19 Is Inspiring the Next Generation of Infectious Disease Specialists,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa178/5818971?searchresult=1,The Journal of Infectious Diseases
446,4,Coronavirus Occurrence and Transmission Over 8 Years in the HIVE Cohort of Households in Michigan,2020,4,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa161/5815743?searchresult=1,The Journal of Infectious Diseases
447,5,Human Challenge Studies to Accelerate Coronavirus Vaccine Licensure,2020,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa152/5814216?searchresult=1,The Journal of Infectious Diseases
448,6,Characteristics of Peripheral Lymphocyte Subset Alteration in COVID-19 Pneumonia,2020,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa150/5813618?searchresult=1,The Journal of Infectious Diseases
449,5,Predictive Value of Respiratory Viral Detection in the Upper Respiratory Tract for Infection of the Lower Respiratory Tract With Hematopoietic Stem Cell Transplantation,2019,9,https://academic.oup.com/jid/article/221/3/379/5572451?searchresult=1,The Journal of Infectious Diseases
450,1,Public Health Measures to Slow Community Spread of Coronavirus Disease 2019,2020,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa123/5810274?searchresult=1,The Journal of Infectious Diseases
451,1,"A 55-Day-Old Female Infant Infected With 2019 Novel Coronavirus Disease: Presenting With Pneumonia, Liver Injury, and Heart Damage",2020,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa113/5807961?searchresult=1,The Journal of Infectious Diseases
452,1,"Clinical Outcomes in 55 Patients With Severe Acute Respiratory Syndrome Coronavirus 2 Who Were Asymptomatic at Hospital Admission in Shenzhen, China",2020,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa119/5807958?searchresult=1,The Journal of Infectious Diseases
453,5,Association of Picornavirus Infections With Acute Otitis Media in a Prospective Birth Cohort Study,2020,2,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa087/5764136?searchresult=1,The Journal of Infectious Diseases
454,4,A Familial Cluster of Infection Associated With the 2019 Novel Coronavirus Indicating Possible Person-to-Person Transmission During the Incubation Period,2020,2,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa077/5739751?searchresult=1,The Journal of Infectious Diseases
455,4,Griffithsin Inhibits Nipah Virus Entry and Fusion and Can Protect Syrian Golden Hamsters From Lethal Nipah Virus Challenge,2020,2,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiz630/5731546?searchresult=1,The Journal of Infectious Diseases
